application_number,sponsor_name,brand_name,product_number,reference_drug,active_ingredients,referenced_standard,dosage_form,route,marketing_status
ANDA075752,HERITAGE PHARMA,LISINOPRIL,003,No,,No,TABLET,ORAL,Discontinued
ANDA075752,HERITAGE PHARMA,LISINOPRIL,001,No,,No,TABLET,ORAL,Discontinued
ANDA075752,HERITAGE PHARMA,LISINOPRIL,006,No,,No,TABLET,ORAL,Discontinued
ANDA075752,HERITAGE PHARMA,LISINOPRIL,004,No,,No,TABLET,ORAL,Discontinued
ANDA075752,HERITAGE PHARMA,LISINOPRIL,002,No,,No,TABLET,ORAL,Discontinued
ANDA075784,FRESENIUS KABI USA,KETOROLAC TROMETHAMINE,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA075784,FRESENIUS KABI USA,KETOROLAC TROMETHAMINE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA075795,APOTEX,GLIPIZIDE,002,No,,Yes,TABLET,ORAL,Prescription
ANDA075795,APOTEX,GLIPIZIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA075803,BARR,LESSINA-21,001,No,,No,TABLET,ORAL-21,Discontinued
ANDA075803,BARR,LESSINA-28,002,No,,No,TABLET,ORAL-28,Prescription
ANDA075812,HIKMA,DACARBAZINE,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA075812,HIKMA,DACARBAZINE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA075819,ADAPTIS,AMANTADINE HYDROCHLORIDE,001,No,,No,SYRUP,ORAL,Discontinued
ANDA075828,ACTAVIS ELIZABETH,LOVASTATIN,002,No,,No,TABLET,ORAL,Prescription
ANDA075828,ACTAVIS ELIZABETH,LOVASTATIN,003,No,,No,TABLET,ORAL,Prescription
ANDA075828,ACTAVIS ELIZABETH,LOVASTATIN,001,No,,No,TABLET,ORAL,Prescription
ANDA075848,WATSON LABS,OXAPROZIN,001,No,,No,TABLET,ORAL,Discontinued
NDA017269,BRACCO,CHLORMERODRIN HG 197,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA075853,HOSPIRA,DILTIAZEM HYDROCHLORIDE,001,No,,Yes,INJECTABLE,INJECTION,Prescription
ANDA075874,TEVA PHARMS USA,IFOSFAMIDE/MESNA KIT,001,No,,No,INJECTABLE,INTRAVENOUS,Discontinued
ANDA075874,TEVA PHARMS USA,IFOSFAMIDE/MESNA KIT,002,No,,No,INJECTABLE,INTRAVENOUS,Discontinued
ANDA075887,UPSHER SMITH LABS,FLUVOXAMINE MALEATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA075887,UPSHER SMITH LABS,FLUVOXAMINE MALEATE,003,No,,No,TABLET,ORAL,Discontinued
ANDA075887,UPSHER SMITH LABS,FLUVOXAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA075899,SYNTHON PHARMS,FLUVOXAMINE MALEATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA075899,SYNTHON PHARMS,FLUVOXAMINE MALEATE,003,No,,No,TABLET,ORAL,Discontinued
ANDA075899,SYNTHON PHARMS,FLUVOXAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA075911,PHARMOBEDIENT,LACTULOSE,001,No,,No,SOLUTION,ORAL,Prescription
ANDA075932,EPIC PHARMA LLC,BUPROPION HYDROCHLORIDE,003,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA075932,EPIC PHARMA LLC,BUPROPION HYDROCHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA075932,EPIC PHARMA LLC,BUPROPION HYDROCHLORIDE,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA075948,APOTEX,CARBAMAZEPINE,001,No,,No,TABLET,ORAL,Prescription
ANDA075974,ASTA,TRAMADOL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA075978,HERITAGE PHARMA,METFORMIN HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA075978,HERITAGE PHARMA,METFORMIN HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA075978,HERITAGE PHARMA,METFORMIN HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA075997,HIKMA,MEGESTROL ACETATE,001,No,,No,SUSPENSION,ORAL,Discontinued
ANDA076003,AMNEAL PHARMS,TRAMADOL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076024,FOSUN PHARMA,FLUOXETINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076036,MYLAN,QUINAPRIL HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA076036,MYLAN,QUINAPRIL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076036,MYLAN,QUINAPRIL HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Discontinued
ANDA076036,MYLAN,QUINAPRIL HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076041,SUN PHARM INDS LTD,SOTRET,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA076041,SUN PHARM INDS LTD,SOTRET,003,No,,No,CAPSULE,ORAL,Discontinued
ANDA076041,SUN PHARM INDS LTD,SOTRET,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA076057,BARR,ETHAMBUTOL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076063,HIKMA INTL PHARMS,LISINOPRIL,006,No,,No,TABLET,ORAL,Discontinued
ANDA076063,HIKMA INTL PHARMS,LISINOPRIL,004,No,,No,TABLET,ORAL,Discontinued
ANDA076063,HIKMA INTL PHARMS,LISINOPRIL,002,No,,No,TABLET,ORAL,Discontinued
ANDA076063,HIKMA INTL PHARMS,LISINOPRIL,005,No,,No,TABLET,ORAL,Discontinued
ANDA076063,HIKMA INTL PHARMS,LISINOPRIL,003,No,,No,TABLET,ORAL,Discontinued
ANDA076063,HIKMA INTL PHARMS,LISINOPRIL,001,No,,No,TABLET,ORAL,Discontinued
ANDA076100,SUN PHARM INDUSTRIES,TRAMADOL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076108,HOSPIRA,AMIODARONE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076113,PHARMOBEDIENT,LISINOPRIL AND HYDROCHLOROTHIAZIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA076113,PHARMOBEDIENT,LISINOPRIL AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076113,PHARMOBEDIENT,LISINOPRIL AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076118,PRINSTON INC,BENAZEPRIL HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA076118,PRINSTON INC,BENAZEPRIL HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076118,PRINSTON INC,BENAZEPRIL HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076118,PRINSTON INC,BENAZEPRIL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076132,IMPAX LABS,RIMANTADINE HYDROCHLORIDE,001,No,,Yes,TABLET,ORAL,Prescription
ANDA076150,INTL MEDICATION SYS,LORAZEPAM,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA076152,AUROBINDO PHARMA USA,DICLOFENAC SODIUM,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076170,HERITAGE PHARMA,LITHIUM CARBONATE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
NDA000159,LILLY,SULFAPYRIDINE,001,No,,No,TABLET,ORAL,Discontinued
NDA017378,BAXTER HLTHCARE,PLASMA-LYTE A IN PLASTIC CONTAINER,002,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA017378,BAXTER HLTHCARE,PLASMA-LYTE 148 IN WATER IN PLASTIC CONTAINER,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA076186,UPSHER SMITH LABS,AMANTADINE HYDROCHLORIDE,001,No,,Yes,TABLET,ORAL,Prescription
ANDA076194,WATSON LABS,LISINOPRIL AND HYDROCHLOROTHIAZIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076194,WATSON LABS,LISINOPRIL AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076194,WATSON LABS,LISINOPRIL AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076198,BARR,BALZIVA-21,001,No,,No,TABLET,ORAL-21,Discontinued
ANDA076202,GAVIS PHARMS,ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076212,APOTEX,CARBIDOPA AND LEVODOPA,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076212,APOTEX,CARBIDOPA AND LEVODOPA,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076219,CHARTWELL RX,MIRTAZAPINE,003,No,,No,TABLET,ORAL,Prescription
ANDA076219,CHARTWELL RX,MIRTAZAPINE,001,No,,No,TABLET,ORAL,Prescription
ANDA076219,CHARTWELL RX,MIRTAZAPINE,002,No,,No,TABLET,ORAL,Prescription
ANDA076223,SANDOZ,METFORMIN HYDROCHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076231,SANDOZ,OFLOXACIN,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
NDA017388,SOLVAY,GYNOREST,001,Yes,,No,TABLET,ORAL,Discontinued
NDA017388,SOLVAY,GYNOREST,002,Yes,,No,TABLET,ORAL,Discontinued
ANDA076235,FRESENIUS KABI USA,CARBOPLATIN,003,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076235,FRESENIUS KABI USA,CARBOPLATIN,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076235,FRESENIUS KABI USA,CARBOPLATIN,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076242,HIKMA,CALCITRIOL,001,No,,No,SOLUTION,ORAL,Prescription
ANDA076243,PHARMOBEDIENT,LITHIUM CARBONATE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA076243,PHARMOBEDIENT,LITHIUM CARBONATE,001,No,,No,CAPSULE,ORAL,Discontinued
NDA017391,CASPER PHARMA LLC,IMURAN,001,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA076276,NATCO PHARMA,LEVOFLOXACIN,002,No,,No,TABLET,ORAL,Discontinued
ANDA076276,NATCO PHARMA,LEVOFLOXACIN,001,No,,No,TABLET,ORAL,Discontinued
ANDA076313,WEST-WARD PHARMS INT,OCTREOTIDE ACETATE (PRESERVATIVE FREE),002,No,,Yes,INJECTABLE,INJECTION,Prescription
ANDA076313,WEST-WARD PHARMS INT,OCTREOTIDE ACETATE (PRESERVATIVE FREE),003,No,,Yes,INJECTABLE,INJECTION,Prescription
ANDA076313,WEST-WARD PHARMS INT,OCTREOTIDE ACETATE (PRESERVATIVE FREE),001,No,,Yes,INJECTABLE,INJECTION,Prescription
ANDA076335,PH HEALTH,TRI-PREVIFEM,001,No,,No,TABLET,ORAL-28,Discontinued
ANDA076336,ACTAVIS LABS FL INC,MIRTAZAPINE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076336,ACTAVIS LABS FL INC,MIRTAZAPINE,003,No,,No,TABLET,ORAL,Discontinued
ANDA076336,ACTAVIS LABS FL INC,MIRTAZAPINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076344,SUN PHARM INDS LTD,BENAZEPRIL HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076344,SUN PHARM INDS LTD,BENAZEPRIL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076344,SUN PHARM INDS LTD,BENAZEPRIL HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA076344,SUN PHARM INDS LTD,BENAZEPRIL HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076356,TEVA PHARMS USA,CLARAVIS,001,No,,No,CAPSULE,ORAL,Prescription
ANDA076362,TARO,AMIODARONE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076362,TARO,AMIODARONE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076368,ADARE PHARMS INC,POTASSIUM CHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA076368,ADARE PHARMS INC,POTASSIUM CHLORIDE,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA076396,APOTEX INC,CALCITONIN-SALMON,001,No,,Yes,"SPRAY, METERED",NASAL,Prescription
ANDA076401,FRESENIUS KABI USA,VINCRISTINE SULFATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076409,SUN PHARM INDS LTD,NEFAZODONE HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Discontinued
ANDA076409,SUN PHARM INDS LTD,NEFAZODONE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076409,SUN PHARM INDS LTD,NEFAZODONE HYDROCHLORIDE,005,No,,No,TABLET,ORAL,Discontinued
ANDA076409,SUN PHARM INDS LTD,NEFAZODONE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA076409,SUN PHARM INDS LTD,NEFAZODONE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076413,RANBAXY LABS LTD,METFORMIN HYDROCHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076434,SUNSTAR AMERICAS,PAROEX,001,No,,No,SOLUTION,DENTAL,Discontinued
ANDA076442,SCIEGEN PHARMS,SERTRALINE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076442,SCIEGEN PHARMS,SERTRALINE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076442,SCIEGEN PHARMS,SERTRALINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
NDA017426,PADAGIS US,DESONIDE,001,Yes,,Yes,OINTMENT,TOPICAL,Prescription
ANDA076465,HERITAGE,SERTRALINE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076465,HERITAGE,SERTRALINE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076465,HERITAGE,SERTRALINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076466,SANDOZ,METOLAZONE,001,No,,Yes,TABLET,ORAL,Prescription
ANDA076466,SANDOZ,METOLAZONE,002,No,,Yes,TABLET,ORAL,Prescription
ANDA076481,ENCUBE,MOMETASONE FUROATE,001,No,,No,OINTMENT,TOPICAL,Prescription
ANDA076501,HIKMA,ADENOSINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA017433,DAVIS AND GECK,PRE-OP II,002,Yes,,No,SPONGE,TOPICAL,Prescription
NDA017433,DAVIS AND GECK,PRE-OP,001,Yes,,Yes,SPONGE,TOPICAL,Prescription
ANDA076541,SUN PHARM INDS INC,MIRTAZAPINE,004,No,,Yes,TABLET,ORAL,Prescription
ANDA076541,SUN PHARM INDS INC,MIRTAZAPINE,002,No,,No,TABLET,ORAL,Prescription
ANDA076541,SUN PHARM INDS INC,MIRTAZAPINE,003,No,,No,TABLET,ORAL,Prescription
ANDA076541,SUN PHARM INDS INC,MIRTAZAPINE,001,No,,No,TABLET,ORAL,Prescription
ANDA076564,TEVA PHARMS USA,ADENOSINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076568,P AND L,NICOTINE POLACRILEX,002,No,,No,"GUM, CHEWING",BUCCAL,Over-the-counter
ANDA076568,P AND L,NICOTINE POLACRILEX,001,No,,,"GUM, CHEWING",BUCCAL,Discontinued
ANDA076570,SUN PHARM INDUSTRIES,TRIMETHOBENZAMIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA076575,TEVA,TOPIRAMATE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA076575,TEVA,TOPIRAMATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA076578,RISING,ZOLPIDEM TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076578,RISING,ZOLPIDEM TARTRATE,002,No,,No,TABLET,ORAL,Discontinued
NDA017450,MEDTECH PRODUCTS,MONISTAT 7,002,Yes,,Yes,CREAM,VAGINAL,Over-the-counter
ANDA076625,DR REDDYS LABS SA,LEVONORGESTREL AND ETHINYL ESTRADIOL,001,No,,Yes,TABLET,ORAL-28,Prescription
ANDA076663,KV PHARM,CARBIDOPA AND LEVODOPA,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076668,PADAGIS ISRAEL,FLUTICASONE PROPIONATE,001,No,,Yes,OINTMENT,TOPICAL,Prescription
ANDA076675,PH HEALTH,EMOQUETTE,001,No,,No,TABLET,ORAL-28,Discontinued
ANDA076688,AUROBINDO PHARMA USA,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA076688,AUROBINDO PHARMA USA,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076688,AUROBINDO PHARMA USA,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,004,No,,No,TABLET,ORAL,Discontinued
ANDA076688,AUROBINDO PHARMA USA,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076701,DR REDDYS LABS LTD,LAMOTRIGINE,001,No,,No,"TABLET, FOR SUSPENSION",ORAL,Prescription
ANDA076701,DR REDDYS LABS LTD,LAMOTRIGINE,002,No,,No,"TABLET, FOR SUSPENSION",ORAL,Prescription
ANDA076702,PHARMOBEDIENT,OXYBUTYNIN CHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA076716,ACTAVIS ELIZABETH,GLYBURIDE AND METFORMIN HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076716,ACTAVIS ELIZABETH,GLYBURIDE AND METFORMIN HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076716,ACTAVIS ELIZABETH,GLYBURIDE AND METFORMIN HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076722,GLAND PHARMA LTD,KETOROLAC TROMETHAMINE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076722,GLAND PHARMA LTD,KETOROLAC TROMETHAMINE,003,No,,,INJECTABLE,INJECTION,Prescription
ANDA076722,GLAND PHARMA LTD,KETOROLAC TROMETHAMINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076744,STRIDES PHARMA INTL,TESTOSTERONE,002,No,,No,GEL,TRANSDERMAL,Prescription
ANDA076744,STRIDES PHARMA INTL,TESTOSTERONE,001,No,,No,GEL,TRANSDERMAL,Prescription
NDA017473,TEVA,ORAP,003,Yes,,No,TABLET,ORAL,Discontinued
NDA017473,TEVA,ORAP,001,Yes,,No,TABLET,ORAL,Discontinued
ANDA076778,L PERRIGO CO,NICOTINE POLACRILEX,001,No,,No,"GUM, CHEWING",BUCCAL,Discontinued
ANDA076788,SUN PHARMA CANADA,MOMETASONE FUROATE,001,No,,No,LOTION,TOPICAL,Discontinued
ANDA076806,DR REDDYS,DEFEROXAMINE MESYLATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076806,DR REDDYS,DEFEROXAMINE MESYLATE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076810,TEVA,ONDANSETRON,002,No,,No,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued
ANDA076810,TEVA,ONDANSETRON,001,No,,No,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued
ANDA076820,AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA076820,AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA076820,AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA076820,AMNEAL PHARMS,BENAZEPRIL HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA076821,TEVA,GLYBURIDE AND METFORMIN HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076821,TEVA,GLYBURIDE AND METFORMIN HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA076821,TEVA,GLYBURIDE AND METFORMIN HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076823,ABLE,LITHIUM CARBONATE,003,No,,No,CAPSULE,ORAL,Discontinued
ANDA076823,ABLE,LITHIUM CARBONATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA076823,ABLE,LITHIUM CARBONATE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA076830,ALVOGEN,OFLOXACIN,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
NDA017486,EPIC PHARMA LLC,HEPARIN SODIUM,004,No,,No,INJECTABLE,INJECTION,Discontinued
NDA017486,EPIC PHARMA LLC,HEPARIN SODIUM,002,No,,No,INJECTABLE,INJECTION,Discontinued
NDA017486,EPIC PHARMA LLC,HEPARIN SODIUM,005,No,,No,INJECTABLE,INJECTION,Discontinued
NDA017486,EPIC PHARMA LLC,HEPARIN SODIUM,003,No,,No,INJECTABLE,INJECTION,Discontinued
NDA017486,EPIC PHARMA LLC,HEPARIN SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076831,PADAGIS US,FLAVOXATE HYDROCHLORIDE,001,No,,Yes,TABLET,ORAL,Prescription
NDA017488,ORTHO MCNEIL PHARM,MODICON 21,001,No,,No,TABLET,ORAL-21,Discontinued
ANDA076853,DR REDDYS,TERBUTALINE SULFATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA076897,SANDOZ,OXANDROLONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076897,SANDOZ,OXANDROLONE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076918,TARO PHARM INDS,FLUCONAZOLE,002,No,,No,FOR SUSPENSION,ORAL,Discontinued
ANDA076918,TARO PHARM INDS,FLUCONAZOLE,001,No,,No,FOR SUSPENSION,ORAL,Discontinued
ANDA076930,RISING,ONDANSETRON HYDROCHLORIDE,003,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA076930,RISING,ONDANSETRON HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA076930,RISING,ONDANSETRON HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Discontinued
ANDA076930,RISING,ONDANSETRON HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA076939,WATSON LABS,PRAVASTATIN SODIUM,003,No,,No,TABLET,ORAL,Prescription
ANDA076939,WATSON LABS,PRAVASTATIN SODIUM,001,No,,No,TABLET,ORAL,Prescription
ANDA076939,WATSON LABS,PRAVASTATIN SODIUM,004,No,,No,TABLET,ORAL,Prescription
ANDA076939,WATSON LABS,PRAVASTATIN SODIUM,002,No,,No,TABLET,ORAL,Prescription
ANDA076951,RANBAXY LABS LTD,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),001,No,,No,CAPSULE,ORAL,Discontinued
ANDA076981,ALPHAPHARM,ESCITALOPRAM,002,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA076981,ALPHAPHARM,ESCITALOPRAM,003,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA076981,ALPHAPHARM,ESCITALOPRAM,001,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA076987,WATSON LABS,FOSINOPRIL SODIUM,003,No,,No,TABLET,ORAL,Discontinued
ANDA076987,WATSON LABS,FOSINOPRIL SODIUM,001,No,,No,TABLET,ORAL,Discontinued
ANDA076987,WATSON LABS,FOSINOPRIL SODIUM,002,No,,No,TABLET,ORAL,Discontinued
ANDA076993,BEDFORD LABS,CIPROFLOXACIN,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA006927,JOURNEY,EURAX,001,Yes,,Yes,CREAM,TOPICAL,Prescription
ANDA077043,HIKMA,CITALOPRAM HYDROBROMIDE,001,No,,Yes,SOLUTION,ORAL,Prescription
ANDA077050,SUN PHARM INDS (IN),ONDANSETRON HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077050,SUN PHARM INDS (IN),ONDANSETRON HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077056,TEVA,PANTOPRAZOLE SODIUM,001,No,,No,"TABLET, DELAYED RELEASE",ORAL,Discontinued
ANDA077056,TEVA,PANTOPRAZOLE SODIUM,002,No,,No,"TABLET, DELAYED RELEASE",ORAL,Discontinued
ANDA077062,MAYNE PHARMA,FENTANYL-75,003,No,,No,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued
ANDA077062,MAYNE PHARMA,FENTANYL-25,001,No,,No,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued
ANDA077062,MAYNE PHARMA,FENTANYL-100,004,No,,No,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued
ANDA077062,MAYNE PHARMA,FENTANYL-50,002,No,,No,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued
ANDA077069,CHARTWELL RX,AMIODARONE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA077069,CHARTWELL RX,AMIODARONE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA077069,CHARTWELL RX,AMIODARONE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA077076,BEDFORD,LORAZEPAM,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA077076,BEDFORD,LORAZEPAM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA077096,MEITHEAL,CARBOPLATIN,003,No,,No,INJECTABLE,INTRAVENOUS,Discontinued
ANDA077096,MEITHEAL,CARBOPLATIN,001,No,,No,INJECTABLE,INTRAVENOUS,Discontinued
ANDA077096,MEITHEAL,CARBOPLATIN,004,No,,No,INJECTABLE,INTRAVENOUS,Discontinued
ANDA077096,MEITHEAL,CARBOPLATIN,002,No,,No,INJECTABLE,INTRAVENOUS,Discontinued
ANDA077100,ZYDUS PHARMS USA INC,DIVALPROEX SODIUM,002,No,,No,"TABLET, DELAYED RELEASE",ORAL,Prescription
ANDA077100,ZYDUS PHARMS USA INC,DIVALPROEX SODIUM,003,No,,No,"TABLET, DELAYED RELEASE",ORAL,Prescription
ANDA077100,ZYDUS PHARMS USA INC,DIVALPROEX SODIUM,001,No,,No,"TABLET, DELAYED RELEASE",ORAL,Prescription
ANDA077124,SUN PHARM INDUSTRIES,METFORMIN HYDROCHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA077131,SUN PHARM,RIVASTIGMINE TARTRATE,004,No,,No,CAPSULE,ORAL,Discontinued
ANDA077131,SUN PHARM,RIVASTIGMINE TARTRATE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA077131,SUN PHARM,RIVASTIGMINE TARTRATE,003,No,,No,CAPSULE,ORAL,Discontinued
