application_number,sponsor_name,brand_name,product_number,reference_drug,active_ingredients,referenced_standard,dosage_form,route,marketing_status
ANDA088021,VALEANT,BONTRIL,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA088030,WATSON LABS,CHLOROQUINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088036,VANGARD,IMIPRAMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088042,CROWN LABS,TRIDERM,003,No,,No,CREAM,TOPICAL,Prescription
ANDA088042,CROWN LABS,TRIDERM,001,No,,No,CREAM,TOPICAL,Prescription
ANDA088042,CROWN LABS,TRIDERM,002,No,,No,CREAM,TOPICAL,Prescription
NDA018495,BAXTER HLTHCARE,RINGER'S IN PLASTIC CONTAINER,001,No,,No,SOLUTION,IRRIGATION,Prescription
ANDA088058,ABBVIE,VICODIN,001,No,,No,TABLET,ORAL,Discontinued
ANDA088059,EPIC PHARMA LLC,PREDAMIDE,001,No,,No,SUSPENSION/DROPS,OPHTHALMIC,Discontinued
ANDA088061,USL PHARMA,HYDROCORTISONE,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA088063,GRAHAM DM,PHENDIMETRAZINE TARTRATE,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA088078,PUREPAC PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088099,HOSPIRA,HEPARIN SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018502,MILES,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,001,No,,No,SOLUTION,INJECTION,Discontinued
NDA018502,MILES,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,002,No,,No,SOLUTION,INJECTION,Discontinued
ANDA088143,WOCKHARDT,TRIFLUOPERAZINE HYDROCHLORIDE,001,No,,No,CONCENTRATE,ORAL,Discontinued
NDA018504,MILES,DEXTROSE 10% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088171,SAVAGE LABS,FLUOTREX,001,No,,No,SOLUTION,TOPICAL,Discontinued
ANDA088183,DURAMED PHARMS BARR,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088186,PHARMAFAIR,SULFAIR-15,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA088189,WEST WARD,RESERPINE AND HYDROCHLOROTHIAZIDE-50,001,No,,No,TABLET,ORAL,Discontinued
ANDA088191,WOCKHARDT BIO AG,LINDANE,001,No,,No,SHAMPOO,TOPICAL,Discontinued
ANDA088194,ANI PHARMS,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088242,MORTON GROVE,OXTRIPHYLLINE PEDIATRIC,001,No,,No,SYRUP,ORAL,Discontinued
ANDA088248,HIKMA,DEXAMETHASONE,001,Yes,,Yes,SOLUTION,ORAL,Prescription
ANDA088267,CHARTWELL RX,DIETHYLPROPION HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088284,WATSON LABS,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088286,EPIC PHARMA LLC,POTASSIUM CHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088296,WATSON LABS,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088298,BARR,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088311,ASCOT,HYDRALAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018520,MEDTECH PRODUCTS,MONISTAT 7,002,Yes,,Yes,SUPPOSITORY,VAGINAL,Over-the-counter
ANDA088331,HOSPIRA,LIDOCAINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088333,MYLAN,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088348,WATSON LABS,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088352,PAR PHARM,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088357,IVAX PHARMS,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 50/50,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA088369,3M,THEOLAIR-SR,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA088389,DEPROCO,LIGNOSPAN FORTE,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA088399,WATSON LABS,OXYPHENBUTAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088410,WATSON LABS,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088412,WATSON LABS,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088423,COPLEY PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088425,COPLEY PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088453,ROXANE,SODIUM POLYSTYRENE SULFONATE,001,No,,No,SUSPENSION,"ORAL, RECTAL",Discontinued
ANDA088461,SUN PHARM INDUSTRIES,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088472,ASTRAZENECA,ISOETHARINE HYDROCHLORIDE,001,Yes,,No,SOLUTION,INHALATION,Discontinued
ANDA088475,ABRAXIS PHARM,GLYCOPYRROLATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088488,BARR LABS,HYDROXYZINE PAMOATE,001,No,,No,CAPSULE,ORAL,Prescription
ANDA088517,SOLOPAK,HYDRALAZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088518,SMITH AND NEPHEW,HYDRALAZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088523,WATSON LABS,METHYLPREDNISOLONE SODIUM SUCCINATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088537,TEVA,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA088551,QUANTUM PHARMICS,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088568,WATSON LABS,CHLORPROPAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088580,SMITH AND NEPHEW,HEPARIN LOCK FLUSH,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088618,PLIVA,HYDROXYZINE HYDROCHLORIDE,001,Yes,,Yes,TABLET,ORAL,Prescription
ANDA088630,TEVA,TRIPHED,001,No,,No,TABLET,ORAL,Discontinued
ANDA088631,TEVA,BUTABARBITAL SODIUM,001,No,,No,TABLET,ORAL,Discontinued
NDA018563,OTSUKA ICU MEDCL,DEXTROSE 50% IN PLASTIC CONTAINER,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA088635,WATSON LABS,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088639,BARR,MEPERIDINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088647,ROXANE,METHOCARBAMOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA088649,ACTAVIS ELIZABETH,HYDRALAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088678,ABRAXIS PHARM,METHYLPREDNISOLONE SODIUM SUCCINATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088689,CENT PHARMS,THEOPHYLLINE,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
NDA018578,DR REDDYS,SSD AF,003,No,,No,CREAM,TOPICAL,Discontinued
NDA018578,DR REDDYS,SSD,001,Yes,,Yes,CREAM,TOPICAL,Prescription
ANDA088693,SAVAGE LABS,TRYMEX,001,No,,No,OINTMENT,TOPICAL,Discontinued
NDA018579,AM REGENT,FUROSEMIDE,001,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018580,ASTRAZENECA,YUTOPAR,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018580,ASTRAZENECA,YUTOPAR,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088738,SUN PHARM INDUSTRIES,THIORIDAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088739,HALSEY,PHERAZINE W/ CODEINE,001,No,,No,SYRUP,ORAL,Discontinued
ANDA088758,MALLINCKRODT,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",001,No,,No,CAPSULE,ORAL,Discontinued
ANDA088771,CAPLIN,DEXAMETHASONE SODIUM PHOSPHATE,001,No,,No,SOLUTION/DROPS,"OPHTHALMIC, OTIC",Discontinued
ANDA088791,NOVARTIS,VASOCIDIN,001,No,,No,OINTMENT,OPHTHALMIC,Discontinued
NDA018590,BAXTER HLTHCARE,AMINOCAPROIC ACID,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088815,CENCI,PROMETHAZINE VC PLAIN,001,No,,No,SYRUP,ORAL,Discontinued
ANDA088833,WOCKHARDT,"TRIPROLIDINE HYDROCHLORIDE, PSEUDOEPHEDRINE HYDROCHLORIDE AND CODEINE PHOSPHATE",001,No,,No,SYRUP,ORAL,Discontinued
ANDA088853,SUPERPHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088854,SUPERPHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088862,PHARMAFAIR,HYDROXYZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088865,SUPERPHARM,PREDNISONE,001,No,,No,TABLET,ORAL,Discontinued
NDA018596,KING PHARMS LLC,INTAL,001,Yes,,No,SOLUTION,INHALATION,Discontinued
ANDA088868,HALSEY,PHERAZINE VC,001,No,,No,SYRUP,ORAL,Discontinued
ANDA088871,ABANA,NORCET,001,No,,No,TABLET,ORAL,Discontinued
ANDA088877,LANNETT CO INC,BENZTROPINE MESYLATE,001,No,,No,TABLET,ORAL,Discontinued
NDA018598,FOSUN PHARMA,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,004,No,,No,TABLET,ORAL,Discontinued
NDA018598,FOSUN PHARMA,SULFAMETHOXAZOLE AND TRIMETHOPRIM,003,No,,No,TABLET,ORAL,Discontinued
ANDA088882,HERITAGE PHARMA,ACETAZOLAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088893,SUPERPHARM,TOLBUTAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088895,LANNETT CO INC,BENZTROPINE MESYLATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088897,XTTRIUM LABS INC,PROMETHAZINE VC PLAIN,001,No,,No,SYRUP,ORAL,Discontinued
NDA018602,BAUSCH,CARDIZEM,003,Yes,,No,TABLET,ORAL,Prescription
NDA018602,BAUSCH,CARDIZEM,001,Yes,,No,TABLET,ORAL,Prescription
NDA018602,BAUSCH,CARDIZEM,004,Yes,,Yes,TABLET,ORAL,Prescription
NDA018602,BAUSCH,CARDIZEM,002,Yes,,No,TABLET,ORAL,Prescription
ANDA088910,USL PHARMA,PHENTERMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088912,FRESENIUS KABI USA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,002,No,,Yes,SOLUTION,INJECTION,Prescription
ANDA088912,FRESENIUS KABI USA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,003,No,,Yes,SOLUTION,INJECTION,Prescription
ANDA088912,FRESENIUS KABI USA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,001,No,,Yes,SOLUTION,INJECTION,Prescription
ANDA088912,FRESENIUS KABI USA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,004,No,,Yes,SOLUTION,INJECTION,Prescription
ANDA088928,ACTAVIS ELIZABETH,CHLORZOXAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088933,PAR PHARM,SULFINPYRAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088935,ABRAXIS PHARM,METHOTREXATE SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088939,ABRAXIS PHARM,LEUCOVORIN CALCIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA088942,ROXANE,THIORIDAZINE HYDROCHLORIDE INTENSOL,001,No,,No,CONCENTRATE,ORAL,Discontinued
NDA018609,BAXTER HLTHCARE,"HEPARIN SODIUM 2,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",004,No,,No,INJECTABLE,INJECTION,Prescription
NDA018609,BAXTER HLTHCARE,"HEPARIN SODIUM 2,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",002,No,,No,INJECTABLE,INJECTION,Prescription
NDA018609,BAXTER HLTHCARE,"HEPARIN SODIUM 5,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",003,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018609,BAXTER HLTHCARE,"HEPARIN SODIUM 1,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA089003,FRESENIUS KABI USA,PHENYTOIN SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089007,DR REDDYS LABS SA,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",001,No,,Yes,CAPSULE,ORAL,Prescription
ANDA089026,WATSON LABS,PROCAINAMIDE HYDROCHLORIDE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA089029,HIKMA,PROCAINAMIDE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089070,HOSPIRA,PROCAINAMIDE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089097,PLIVA,HYDRALAZINE HYDROCHLORIDE,001,No,,Yes,TABLET,ORAL,Prescription
ANDA089113,SUPERPHARM,MECLIZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089122,USL PHARMA,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018632,BAXTER HLTHCARE,STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,001,Yes,,Yes,LIQUID,N/A,Prescription
NDA018632,BAXTER HLTHCARE,STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,002,Yes,,Yes,LIQUID,N/A,Prescription
ANDA089162,ALCON PHARMS LTD,CYCLOPENTOLATE HYDROCHLORIDE,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA089172,ALCON PHARMS LTD,TROPICAMIDE,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA089175,MIKART,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",001,No,,No,TABLET,ORAL,Prescription
ANDA089208,PAR PHARM,METHYLPREDNISOLONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089213,USL PHARMA,BENZTROPINE MESYLATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089222,HALSEY,HYDRALAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089234,SUPERPHARM,ERGOLOID MESYLATES,001,No,,No,TABLET,SUBLINGUAL,Discontinued
ANDA089263,ABRAXIS PHARM,METHOTREXATE SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089293,QUAD PHARMS,METHOTREXATE SODIUM,001,No,,,Injectable,Injection,Discontinued
ANDA089321,HALSEY,CHLORPROPAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089335,AM REGENT,GLYCOPYRROLATE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA089352,ABIC,LEUCOVORIN CALCIUM,001,No,,No,SOLUTION,"INTRAMUSCULAR, INTRAVENOUS",Discontinued
ANDA089382,SUN PHARM INDUSTRIES,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089385,ORTHO MCNEIL PHARM,TYCOLET,001,No,,No,TABLET,ORAL,Discontinued
ANDA089393,HOSPIRA,GLYCOPYRROLATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018664,ANBEX,IOSAT,002,Yes,,No,TABLET,ORAL,Over-the-counter
NDA018664,ANBEX,IOSAT,001,Yes,,Yes,TABLET,ORAL,Over-the-counter
ANDA089422,PAR PHARM,IMIPRAMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089517,DENTSPLY PHARM,POLOCAINE W/ LEVONORDEFRIN,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089529,WARNER CHILCOTT,PROCAINAMIDE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089606,WATSON LABS,PROCHLORPERAZINE EDISYLATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089619,QUAD PHARMS,ACETAZOLAMIDE SODIUM,001,No,,,Injectable,Injection,Discontinued
ANDA089637,QUAD PHARMS,PROCHLORPERAZINE EDISYLATE,001,No,,,Injectable,Injection,Discontinued
ANDA089649,HOSPIRA,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089650,HOSPIRA,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089685,SANDOZ,PERPHENAZINE,003,No,,No,TABLET,ORAL,Prescription
ANDA089685,SANDOZ,PERPHENAZINE,001,No,,No,TABLET,ORAL,Prescription
ANDA089685,SANDOZ,PERPHENAZINE,004,No,,Yes,TABLET,ORAL,Prescription
ANDA089685,SANDOZ,PERPHENAZINE,002,No,,No,TABLET,ORAL,Prescription
ANDA089704,NASKA,HYDROCORTISONE,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA089707,ANI PHARMS,PERPHENAZINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089738,MUTUAL PHARM,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089739,MUTUAL PHARM,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089744,HOSPIRA,PHENYTOIN SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089753,SUN PHARM INDUSTRIES,ACETAZOLAMIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA089753,SUN PHARM INDUSTRIES,ACETAZOLAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089754,ALPHARMA US PHARMS,HYDROCORTISONE,001,No,,No,CREAM,TOPICAL,Discontinued
NDA018686,SCHERING,NORMODYNE,001,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA089781,IGI LABS INC,MEPERIDINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089782,IGI LABS INC,MEPERIDINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA089797,COSETTE,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Prescription
ANDA089805,STRIDES PHARMA INTL,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,TABLET,ORAL,Prescription
ANDA089808,HERITAGE PHARMA AVET,THEOPHYLLINE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA089817,DEY,ISOETHARINE HYDROCHLORIDE S/F,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA089821,QUAD PHARMS,AMINOHIPPURATE SODIUM,001,No,,,Injectable,Injection,Discontinued
ANDA089852,RISING,CHLORZOXAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089893,QUAD PHARMS,TRIFLUOPERAZINE HCL,001,No,,,Injectable,Injection,Discontinued
ANDA089948,PIONEER PHARMS,CHLORZOXAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA089971,VINTAGE PHARMS,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,001,No,,No,TABLET,ORAL,Discontinued
ANDA089977,HOSPIRA,THEOPHYLLINE,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA089996,PADAGIS US,SELENIUM SULFIDE,001,No,,Yes,LOTION/SHAMPOO,TOPICAL,Prescription
ANDA090019,NOVEL LABS INC,"PEG-3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE",001,No,,No,FOR SOLUTION,ORAL,Prescription
ANDA090020,OXFORD PHARMS,GLYCOPYRROLATE,002,No,,No,TABLET,ORAL,Prescription
ANDA090020,OXFORD PHARMS,GLYCOPYRROLATE,001,No,,No,TABLET,ORAL,Prescription
ANDA090039,CAPLIN ONE LABS,METHOTREXATE SODIUM PRESERVATIVE FREE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA090039,CAPLIN ONE LABS,METHOTREXATE SODIUM PRESERVATIVE FREE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA090041,AMNEAL PHARMS,MEMANTINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA090041,AMNEAL PHARMS,MEMANTINE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA090048,DR REDDYS LABS LTD,MEMANTINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA090048,DR REDDYS LABS LTD,MEMANTINE HYDROCHLORIDE,002,No,,Yes,TABLET,ORAL,Prescription
ANDA090064,AM REGENT,CAFFEINE CITRATE,001,No,,No,SOLUTION,ORAL,Discontinued
ANDA090095,BARR,DUTASTERIDE,001,No,,No,CAPSULE,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,006,No,,No,TABLET,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,007,No,,No,TABLET,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,005,No,,No,TABLET,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA090135,GLENMARK PHARMS LTD,ROPINIROLE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA090142,SUN PHARM,CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,004,No,,No,"TABLET, CHEWABLE",ORAL,Discontinued
ANDA090142,SUN PHARM,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,002,No,,No,"TABLET, CHEWABLE",ORAL,Discontinued
ANDA090142,SUN PHARM,CHILDREN'S CETIRIZINE HYDROCHLORIDE HIVES RELIEF,003,No,,No,"TABLET, CHEWABLE",ORAL,Discontinued
ANDA090142,SUN PHARM,CHILDREN'S CETIRIZINE HYDROCHLORIDE ALLERGY,001,No,,No,"TABLET, CHEWABLE",ORAL,Discontinued
ANDA090165,SQUARE PHARMS,ARIPIPRAZOLE,001,No,,No,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription
ANDA090165,SQUARE PHARMS,ARIPIPRAZOLE,004,No,,No,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription
ANDA090165,SQUARE PHARMS,ARIPIPRAZOLE,002,No,,No,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription
ANDA090165,SQUARE PHARMS,ARIPIPRAZOLE,003,No,,No,"TABLET, ORALLY DISINTEGRATING",ORAL,Prescription
ANDA090168,LEADING,BENZTROPINE MESYLATE,002,No,,No,TABLET,ORAL,Prescription
ANDA090168,LEADING,BENZTROPINE MESYLATE,003,No,,No,TABLET,ORAL,Prescription
ANDA090168,LEADING,BENZTROPINE MESYLATE,001,No,,No,TABLET,ORAL,Prescription
NDA018721,B BRAUN,RINGER'S IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA090184,BAUSCH AND LOMB INC,PODOFILOX,001,No,,No,SOLUTION,TOPICAL,Discontinued
ANDA090205,SUN PHARM INDS LTD,ACETAMINOPHEN,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA090219,GLENMARK PHARMS,CLOTRIMAZOLE,001,No,,No,CREAM,TOPICAL,Prescription
ANDA090227,SANDOZ,AMOXICILLIN AND CLAVULANATE POTASSIUM,001,No,,Yes,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA090229,SYNTHON BV,LEVOCETIRIZINE DIHYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA090240,LUITPOLD,IBUTILIDE FUMARATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA090244,CHARTWELL,MEMANTINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA090244,CHARTWELL,MEMANTINE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA090269,SUN PHARMA CANADA,CICLOPIROX,001,No,,No,SHAMPOO,TOPICAL,Prescription
ANDA090288,CHARTWELL RX,NARATRIPTAN,001,No,,No,TABLET,ORAL,Discontinued
ANDA090288,CHARTWELL RX,NARATRIPTAN,002,No,,No,TABLET,ORAL,Discontinued
ANDA090317,ONESOURCE SPECIALTY,METOPROLOL TARTRATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA090351,HIKMA,IRBESARTAN AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA090351,HIKMA,IRBESARTAN AND HYDROCHLOROTHIAZIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA090351,HIKMA,IRBESARTAN AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Prescription
NDA018744,B BRAUN,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% IN PLASTIC CONTAINER,004,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018744,B BRAUN,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% IN PLASTIC CONTAINER,002,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018744,B BRAUN,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% IN PLASTIC CONTAINER,003,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018744,B BRAUN,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA090368,TARO,FLUOROURACIL,001,No,,No,CREAM,TOPICAL,Prescription
ANDA090392,DR REDDYS LABS LTD,LEVOCETIRIZINE DIHYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA090403,ZYDUS LIFESCIENCES,INDOMETHACIN,002,No,,No,CAPSULE,ORAL,Prescription
ANDA090403,ZYDUS LIFESCIENCES,INDOMETHACIN,001,No,,No,CAPSULE,ORAL,Prescription
ANDA090425,CHARTWELL RX,DONEPEZIL HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
